City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
349,paraparaumu,-40.9167,175.0167,16.64,48,5,6.73,NZ,1734405312
350,taltal,-25.4,-70.4833,18.25,80,6,1.43,CL,1734405313
351,essaouira,31.5125,-9.77,18.57,54,100,3.79,MA,1734405144
352,mabaruma,8.2,-59.7833,22.69,98,26,0.68,GY,1734405316
353,taoudenni,22.6783,-3.9836,16.11,39,52,10.16,ML,1734405317
354,gillette,44.2911,-105.5022,-1.14,69,100,4.63,US,1734405318
355,port alfred,-33.5906,26.891,15.66,98,100,5.68,ZA,1734405320
356,obo,5.3998,26.4869,22.86,45,85,2.08,CF,1734405321
357,hadibu,12.65,54.0333,23.75,67,19,8.38,YE,1734405322
358,novyy urengoy,66.0833,76.6333,-20.91,95,99,5.83,RU,1734405323
359,awjilah,29.1081,21.2869,11.94,54,0,3.04,LY,1734405324
360,nadym,65.5333,72.5167,-18.17,97,100,6.72,RU,1734405325
361,urengoy,65.9667,78.3667,-20.5,95,98,5.75,RU,1734405327
362,candelaria,13.9311,121.4233,26.88,97,100,2.93,PH,1734405328
363,mount isa,-20.7333,139.5,39.87,21,37,5.14,AU,1734405329
364,gandajika,-6.75,23.95,20.04,99,100,2.92,CD,1734405323
365,acajutla,13.5928,-89.8275,25.19,65,0,3.04,SV,1734405331
366,menongue,-14.6585,17.691,17.32,93,98,1.43,AO,1734405332
367,cadale,2.7603,46.3222,24.53,84,19,9.15,SO,1734405334
368,puerto palomas,31.7667,-107.6167,10.92,27,80,1.52,MX,1734405335
369,inarajan village,13.2736,144.7484,31.54,80,98,8.22,GU,1734405336
370,north battleford,52.7834,-108.2847,-19.95,84,0,2.06,CA,1734405337
371,tromso,69.6496,18.957,-4.99,86,75,5.66,NO,1734405338
372,queenstown,-31.8976,26.8753,14.21,90,85,1.33,ZA,1734405339
373,santa elena de uairen,4.6167,-61.1333,20.27,80,81,1.64,VE,1734405340
374,bonthe,7.5264,-12.505,25.73,86,100,2.36,SL,1734405342
375,general roca,-39.0333,-67.5833,23.6,39,100,7.62,AR,1734405099
376,canto do buriti,-8.11,-42.9444,27.44,52,69,1.16,BR,1734405344
377,soata,6.3337,-72.6828,7.96,86,100,3.22,CO,1734405345
378,puerto baquerizo moreno,-0.9,-89.6,22.67,83,92,3.68,EC,1734405346
379,jeddah,21.5169,39.2192,22.92,38,0,0.0,SA,1734405322
380,kasongo-lunda,-6.4667,16.8167,21.38,98,100,0.5,CD,1734405348
381,agria,47.9026,20.3733,7.62,89,100,5.79,HU,1734405346
382,kokopo,-4.352,152.2633,27.53,79,100,3.28,PG,1734405126
383,port lavaca,28.615,-96.6261,21.1,88,0,2.06,US,1734405352
384,kaa-khem,51.6833,94.7333,-15.03,96,100,0.77,RU,1734405353
385,saldanha,-33.0117,17.9442,15.67,73,100,1.68,ZA,1734405354
386,amarillo,35.222,-101.8313,6.25,51,0,4.12,US,1734404893
387,freeport,40.6576,-73.5832,11.47,96,100,5.81,US,1734405357
388,benbrook,32.6732,-97.4606,18.09,76,40,4.12,US,1734405237
389,les anglais,18.3054,-74.2197,23.3,80,3,1.23,HT,1734405359
390,andergrove,-21.0833,149.1833,28.22,68,30,4.8,AU,1734405360
391,nelson bay,-32.7167,152.15,32.83,73,0,12.52,AU,1734405361
392,north bay,46.3168,-79.4663,3.85,94,100,4.85,CA,1734404970
393,saguenay,48.4168,-71.0657,-0.54,83,100,6.69,CA,1734405325
394,shizunai-furukawacho,42.3339,142.3669,-0.68,62,94,8.29,JP,1734405365
395,dryden,49.7833,-92.7503,-1.84,86,100,4.63,CA,1734405366
396,hrodna,53.6884,23.8258,3.92,94,100,6.86,BY,1734405367
397,odda,60.0691,6.5457,1.65,99,100,2.84,NO,1734405368
398,black point,-34.6187,137.8972,21.13,47,0,6.13,AU,1734405369
399,karachayevsk,43.774,41.9142,-2.71,69,100,2.94,RU,1734405208
400,sangueya,10.7,-14.3667,22.05,93,89,1.57,GN,1734405372
401,madimba,-10.4,40.3333,25.54,83,23,1.4,TZ,1734405373
402,leticia,-4.2153,-69.9406,25.03,100,40,1.54,CO,1734405374
403,touros,-5.1989,-35.4608,26.21,81,94,5.93,BR,1734405375
404,teknaf,20.8624,92.3058,25.0,59,100,2.13,BD,1734405376
405,iglino,54.8324,56.4126,-3.66,91,99,7.61,RU,1734405377
406,patan,27.6667,85.3333,10.21,71,20,0.0,NP,1734405378
407,glace bay,46.1969,-59.957,-1.58,84,20,3.6,CA,1734405380
408,calama,-22.4667,-68.9333,13.27,33,0,1.54,CL,1734405381
409,aspen,39.1911,-106.8175,-4.31,58,0,3.09,US,1734405382
410,morgan city,29.6994,-91.2068,21.0,100,100,2.06,US,1734405359
411,sarandi del yi,-33.35,-55.6333,13.45,91,0,3.58,UY,1734405384
412,nelson,-41.2833,173.2833,21.27,45,0,1.34,NZ,1734405385
413,kamaishi,39.2667,141.8833,4.25,45,2,0.63,JP,1734405387
414,mikuni,36.2171,136.1519,9.21,67,100,7.3,JP,1734405388
415,namsos,64.4662,11.4957,3.95,81,75,3.6,NO,1734405389
416,muskegon,43.3,-86.1334,5.92,84,100,6.69,US,1734405390
417,ulanhot,46.0833,122.0833,-11.5,45,1,3.21,CN,1734405391
418,westport,41.1415,-73.3579,12.12,91,100,3.6,US,1734405392
419,kalix,65.853,23.1565,-13.76,99,86,3.77,SE,1734405393
420,grants,35.1473,-107.8514,0.13,29,0,2.06,US,1734405395
421,praia da vitoria,38.7333,-27.0667,13.14,94,20,5.18,PT,1734405396
422,rawson,-43.3002,-65.1023,21.12,48,100,8.63,AR,1734405268
423,klaksvik,62.2266,-6.589,5.99,72,96,5.71,FO,1734405398
424,ejura,7.3856,-1.3562,21.41,21,0,0.57,GH,1734405399
425,alofi,-19.0595,-169.9187,26.94,69,20,3.09,NU,1734405400
426,macheng,31.1783,115.0319,10.77,27,100,1.95,CN,1734405402
427,luena,-11.7833,19.9167,17.66,99,100,0.88,AO,1734405403
428,hasaki,35.7333,140.8333,12.34,35,16,3.24,JP,1734405404
429,kuloy,61.0305,42.4925,-12.88,96,100,2.17,RU,1734405405
430,portland,45.5234,-122.6762,8.33,94,100,5.14,US,1734405406
431,cruzeiro do sul,-29.5128,-51.9853,19.73,95,40,1.16,BR,1734405407
432,kendari,-3.945,122.4989,27.35,81,100,1.42,ID,1734405409
433,rikaze,29.25,88.8833,2.94,14,2,1.12,CN,1734405410
434,al 'amarah,31.8406,47.1396,7.01,22,3,4.26,IQ,1734405411
435,papao,-17.75,-149.55,28.82,71,80,3.11,PF,1734405412
436,bubaque,11.2833,-15.8333,26.34,73,32,3.88,GW,1734405413
437,markovo,57.3206,107.0881,-8.79,96,100,1.84,RU,1734405414
438,kodinsk,58.6881,99.1844,-18.42,99,59,1.8,RU,1734405415
439,jabat,7.75,168.9751,27.82,82,55,10.83,MH,1734405417
440,slave lake,55.2834,-114.769,-19.01,71,100,6.69,CA,1734405418
441,kovdor,67.5662,30.4758,-15.99,99,100,1.17,RU,1734405419
442,ratnagiri,16.9833,73.3,21.74,31,6,2.46,IN,1734405420
443,yeniseysk,58.4497,92.1703,-13.51,92,100,3.03,RU,1734405421
444,belaya glina,46.07,40.86,5.97,79,100,10.83,RU,1734405422
445,sao miguel do tapuio,-5.5036,-41.3233,27.25,53,68,3.61,BR,1734405424
446,kapa'a,22.0752,-159.319,26.18,81,75,3.6,US,1734405425
447,ancud,-41.8697,-73.8203,12.09,96,76,3.44,CL,1734405426
448,sedico,46.1111,12.1003,6.0,80,4,1.75,IT,1734405427
449,dabrowa bialostocka,53.6536,23.3479,3.64,95,100,3.73,PL,1734405428
450,lincheng,19.9078,109.6858,20.41,55,7,4.19,CN,1734405429
451,rosarito,32.3333,-117.0333,14.54,83,2,3.11,MX,1734405304
452,tuni,17.35,82.55,22.25,45,100,2.42,IN,1734405432
453,kingston,17.997,-76.7936,25.09,90,3,1.34,JM,1734405269
454,bahia de kino,28.8333,-111.9333,16.71,63,72,6.71,MX,1734405434
455,phalaborwa,-23.943,31.1411,22.32,82,44,2.83,ZA,1734405435
456,geraldton,-28.7667,114.6,37.23,14,0,4.63,AU,1734405436
457,kulhudhuffushi,6.6221,73.07,27.04,78,100,1.74,MV,1734405437
458,estevan,49.1334,-102.9842,-6.89,86,100,4.12,CA,1734405439
459,tarawa,1.419,172.984,31.05,70,20,6.17,KI,1734405440
460,santa ana,33.7456,-117.8678,14.95,67,20,1.54,US,1734405441
461,tierralta,8.1736,-76.0592,24.34,92,100,1.16,CO,1734405442
462,letterkenny,54.95,-7.7333,8.1,93,100,2.87,IE,1734405443
463,puerto santa,-8.9906,-78.6456,18.68,87,92,2.65,PE,1734405444
464,toliara,-23.35,43.6667,26.73,89,100,2.12,MG,1734405446
465,kalymnos,36.95,26.9833,11.74,62,20,10.29,GR,1734405346
466,hobyo,5.3505,48.5268,24.03,74,16,9.21,SO,1734405448
467,beyneu,45.3167,55.2,-0.38,89,100,3.28,KZ,1734405449
468,grajau,-5.8194,-46.1386,24.0,74,100,0.3,BR,1734405450
469,port blair,11.6667,92.75,29.02,79,40,3.09,IN,1734405451
470,akureyri,65.6835,-18.0878,-2.04,80,75,1.54,IS,1734405452
471,zhob,31.3411,69.4481,3.54,51,0,2.08,PK,1734405454
472,valledupar,10.4631,-73.2532,26.83,74,20,5.14,CO,1734405452
473,craig,40.5153,-107.5464,-1.03,69,0,3.09,US,1734405456
474,berberati,4.2612,15.7922,19.83,31,100,1.15,CF,1734405457
475,mangai,-4.05,19.5333,20.81,99,100,0.71,CD,1734405458
476,zhezqazghan,47.7833,67.7667,-16.68,85,0,5.0,KZ,1734405459
477,camalu,30.85,-116.0667,11.97,80,16,1.4,MX,1734405460
478,leh,34.1667,77.5833,-9.01,46,0,0.8,IN,1734405462
479,iguape,-24.7081,-47.5553,22.43,80,34,1.82,BR,1734405463
480,lorengau,-2.0226,147.2712,29.49,71,95,4.31,PG,1734405464
481,terrasson-lavilledieu,45.1301,1.3014,4.05,93,75,1.25,FR,1734405465
482,kavaratti,10.5669,72.642,26.59,69,73,1.8,IN,1734405466
483,saint-pierre,-21.3393,55.4781,24.82,57,0,2.57,RE,1734405228
484,strasburg,48.5834,7.743,6.14,100,100,1.54,FR,1734405369
485,boonville,38.9736,-92.7432,5.35,75,0,0.0,US,1734405432
486,imperatriz,-5.5264,-47.4917,24.95,75,81,1.12,BR,1734405471
487,krasnaya polyana,56.242,51.1442,-4.73,91,97,5.79,RU,1734405472
488,ghat,24.9647,10.1728,9.91,81,17,4.16,LY,1734405473
489,talcahuano,-36.7167,-73.1167,14.82,82,20,5.14,CL,1734405475
490,arkhangel'sk,64.5401,40.5433,-24.94,84,0,3.0,RU,1734405476
491,maturin,9.75,-63.1767,22.83,98,65,2.39,VE,1734405034
492,new norfolk,-42.7826,147.0587,19.95,61,24,6.82,AU,1734405478
493,port douglas,-16.4833,145.4667,31.03,64,26,3.97,AU,1734405479
494,berbera,10.4396,45.0143,23.66,68,4,3.15,SO,1734405480
495,yenicaga,40.7711,32.0337,-4.07,80,20,2.09,TR,1734405482
496,namibe,-15.1961,12.1522,21.27,79,82,1.21,AO,1734405483
497,ustrzyki dolne,49.4304,22.5938,3.87,91,100,6.52,PL,1734405484
498,fougamou,-1.2154,10.5838,23.09,99,100,1.99,GA,1734405433
499,san andres,12.5847,-81.7006,26.01,89,20,1.54,CO,1734405486
500,whitefish,48.4111,-114.3376,-1.17,93,100,1.54,US,1734405245
501,san patricio,28.017,-97.5169,20.97,71,100,4.56,US,1734405489
502,neelankarai,12.9455,80.2575,25.52,81,75,4.63,IN,1734405490
503,pangoa,-12.1167,-73.0,19.98,97,100,1.19,PE,1734405491
504,arar,30.9753,41.0381,4.01,28,0,2.06,SA,1734405492
505,gunjur,13.2019,-16.7339,21.04,73,0,2.06,GM,1734405493
506,zahedan,29.4963,60.8629,-10.05,29,0,3.09,IR,1734405495
507,island harbour,50.724,-1.2758,9.45,94,96,0.45,GB,1734405496
508,constitucion,-35.3333,-72.4167,12.52,94,12,3.47,CL,1734405358
509,makokou,0.5738,12.8642,20.4,99,98,0.88,GA,1734405498
510,uige,-7.6087,15.0613,19.07,99,100,0.71,AO,1734405499
511,kirakira,-10.4544,161.9205,29.31,76,100,2.36,SB,1734405500
512,priozersk,61.0393,30.1291,-10.51,75,97,3.03,RU,1734405502
513,capim grosso,-11.3811,-40.0128,22.18,85,25,2.61,BR,1734405503
514,mata-utu,-13.2816,-176.1745,28.32,72,69,1.91,WF,1734405504
515,magadan,59.5667,150.8,-12.24,73,100,5.28,RU,1734405424
516,darwha,20.3167,77.7667,17.14,33,10,1.73,IN,1734405506
517,karanlukh,40.1044,45.2897,-5.77,84,69,3.41,AM,1734405507
518,anna regina,7.2644,-58.5077,26.56,83,33,3.96,GY,1734405509
519,mankoeng,-23.9,29.8167,17.89,85,66,2.8,ZA,1734405212
520,pauini,-7.7136,-66.9764,22.36,96,88,0.67,BR,1734405511
521,juneau,58.3019,-134.4197,-4.21,97,75,0.0,US,1734405512
522,masterton,-40.9597,175.6575,14.36,54,53,6.64,NZ,1734405513
523,lazaro cardenas,17.9583,-102.2,25.94,82,100,2.57,MX,1734405514
524,dongola,19.1667,30.4833,17.77,48,100,4.96,SD,1734405515
525,fort frances,48.5999,-93.4003,-1.88,80,100,7.2,CA,1734405517
526,jayapura,-2.5333,140.7,31.66,85,100,2.83,ID,1734405518
527,shiyan,32.6475,110.7781,8.81,37,100,1.78,CN,1734405291
528,strzelin,50.7816,17.0648,8.89,70,100,8.26,PL,1734405520
529,pasinler,39.9803,41.6764,-13.78,94,56,2.14,TR,1734405521
530,atamyrat,37.8357,65.2106,0.73,65,56,8.32,TM,1734405523
531,carloforte,39.145,8.3058,13.18,70,0,4.3,IT,1734405524
532,tacuarembo,-31.7333,-55.9833,14.93,89,1,2.58,UY,1734405525
533,vila velha,-20.3297,-40.2925,26.97,91,20,5.66,BR,1734405262
534,padang,-0.9492,100.3543,30.03,67,100,1.47,ID,1734405411
535,perros-guirec,48.8145,-3.4396,7.97,92,100,4.45,FR,1734405528
536,manicore,-5.8092,-61.3003,23.26,99,100,0.72,BR,1734405530
537,bel ombre,-4.6167,55.4167,24.91,94,20,0.0,SC,1734405531
538,brownfield,33.1812,-102.2744,8.0,38,0,3.44,US,1734405532
539,la peca,-5.6111,-78.435,20.82,91,78,1.52,PE,1734405533
540,watampone,-4.5386,120.3279,28.97,64,100,2.98,ID,1734405534
541,balakovo,52.0278,47.8007,-1.22,96,100,8.83,RU,1734405535
542,severo-yeniseyskiy,60.3725,93.0408,-17.6,91,100,4.04,RU,1734405536
543,val-d'or,48.1002,-77.7828,0.05,100,100,5.14,CA,1734405538
544,fernie,49.5,-115.0687,-5.11,97,100,0.8,CA,1734405539
545,chak azam sahu,30.75,73.0333,11.59,17,0,1.62,PK,1734405540
546,dungarvan,52.0881,-7.6253,10.6,100,100,3.13,IE,1734405541
547,two rivers,44.1539,-87.5693,4.6,86,100,5.66,US,1734405542
548,erenhot,43.6475,111.9767,-8.03,57,0,1.58,CN,1734405543
549,pallasovka,50.05,46.8833,0.51,98,100,8.47,RU,1734405545
550,jardin america,-27.0435,-55.227,16.2,78,0,0.91,AR,1734405546
551,quellon,-43.1167,-73.6167,11.8,95,93,2.14,CL,1734405513
552,horqueta,-23.3428,-57.0597,20.24,67,0,1.78,PY,1734405548
553,viana do castelo,41.6932,-8.8329,11.92,59,100,4.81,PT,1734405549
554,urangan,-25.3,152.9,27.28,78,58,5.24,AU,1734405276
555,laguna,38.421,-121.4238,11.1,87,100,2.06,US,1734405288
556,aguilares,-27.4338,-65.6143,23.25,64,50,1.56,AR,1734405553
557,barreiras,-12.1528,-44.99,22.18,96,98,0.97,BR,1734405554
558,guaruja,-23.9931,-46.2564,23.27,26,0,1.28,BR,1734405555
559,shimoda,34.6667,138.95,11.64,57,4,10.75,JP,1734405556
560,burang,30.25,81.1667,-2.24,25,100,3.73,CN,1734405557
561,tralee,52.2704,-9.7026,8.44,97,100,2.79,IE,1734405559
562,pimentel,-6.8367,-79.9342,20.16,77,0,5.66,PE,1734405560
